Protocol,Model_1,Model_2,MAE_Model_1,MAE_Model_2,MAE_Difference_M1_minus_M2,RMSE_Difference_M1_minus_M2,MASE_48_Difference_M1_minus_M2,Percentage_MAE_Improvement_M1_vs_M2,Percentage_MASE_Improvement_M1_vs_M2,Paired_Cohens_d_Absolute_Error,Practical_Winner
A,Naive,Chronos_Bolt_Tiny,42.271787459502775,32.33201165869716,9.939775800805613,13.393062800521548,0.08491327580735464,-30.742831302090845,-30.742831302090845,0.25606460406379944,Chronos_Bolt_Tiny
A,Naive,TimesFM,42.271787459502775,16.38829156817394,25.883495891328835,31.771952527133376,0.22111690137928483,-157.9389516207692,-157.9389516207692,0.7827217671573881,TimesFM
A,Daily_Seasonal_Naive,Weekly_Seasonal_Naive,129.41617978659912,153.21076877564104,-23.794588989041927,-66.7195846425034,-0.20327183812188232,15.530624367459623,15.530624367459623,-0.10751674223654371,Daily_Seasonal_Naive
A,Daily_Seasonal_Naive,Moving_Average,129.41617978659912,179.12222589245587,-49.70604610585676,-27.216674012169108,-0.42462760598057114,27.7497925554476,27.7497925554476,-0.27320683801418444,Daily_Seasonal_Naive
A,Daily_Seasonal_Naive,ARIMA,129.41617978659912,28.881333767223815,100.5348460193753,148.76073114611165,0.8588466459777946,-348.0962715560871,-348.0962715560871,0.6159415031750335,ARIMA
A,Daily_Seasonal_Naive,SARIMA,129.41617978659912,17.131137451608996,112.28504233499012,175.09173731648914,0.9592259382810975,-655.4441738160477,-655.4441738160477,0.7649456340306025,SARIMA
A,Daily_Seasonal_Naive,Prophet,129.41617978659912,177.10925541480796,-47.693075628208845,-43.40746026706182,-0.4074312505711537,26.92861844882516,26.92861844882516,-0.23972244036265308,Daily_Seasonal_Naive
A,Daily_Seasonal_Naive,Simple_Exponential_Smoothing,129.41617978659912,243.8381772340173,-114.42199744741819,-101.2391173943129,-0.9774814666235812,46.925382540735065,46.925382540735065,-0.5131538816556792,Daily_Seasonal_Naive
A,Daily_Seasonal_Naive,Holt_Winters,129.41617978659912,179.62294129326145,-50.20676150666233,-69.19054441099124,-0.4289051053710653,27.951196626210596,27.951196626210596,-0.24114948059752822,Daily_Seasonal_Naive
A,Daily_Seasonal_Naive,DHR_ARIMA,129.41617978659912,26.646643448801345,102.76953633779777,150.152780541986,0.8779371042693038,-385.6753535778657,-385.6753535778657,0.6376296795228591,DHR_ARIMA
A,Daily_Seasonal_Naive,LSTM,129.41617978659912,47.01906813585456,82.39711165074456,128.87655758727269,0.7039000484057194,-175.24190699116036,-175.24190699116036,0.4881083503997596,LSTM
A,Daily_Seasonal_Naive,Chronos_Bolt_Tiny,129.41617978659912,32.33201165869716,97.08416812790196,155.5630082808957,0.8293682785183123,-300.2725879006256,-300.2725879006256,0.6451027558317363,Chronos_Bolt_Tiny
A,Daily_Seasonal_Naive,TimesFM,129.41617978659912,16.38829156817394,113.02788821842518,173.94189800750752,0.9655719040902424,-689.6868276247008,-689.6868276247008,0.7333522925669903,TimesFM
A,Weekly_Seasonal_Naive,Moving_Average,153.21076877564104,179.12222589245587,-25.91145711681483,39.5029106303343,-0.22135576785868882,14.465796741701917,14.465796741701917,-0.11062239060859058,Weekly_Seasonal_Naive
A,Weekly_Seasonal_Naive,ARIMA,153.21076877564104,28.881333767223815,124.32943500841722,215.48031578861506,1.062118484099677,-430.48370276276285,-430.48370276276285,0.5507498169334718,ARIMA
