Timestamp,Actual,Naive,Persistence_Enhanced_LSTM,Chronos_Bolt_Tiny,TimesFM
2024-08-31 00:00:00+00:00,58967.0,59113.0,58840.62988573313,60576.359375,59322.0625
2024-09-01 00:00:00+00:00,57310.0,58967.0,58682.62153476477,60422.7890625,59266.9453125
2024-09-02 00:00:00+00:00,59133.0,57310.0,56996.07149660587,58134.69921875,57835.67578125
2024-09-03 00:00:00+00:00,57493.0,59133.0,58832.88371032477,59838.2578125,59520.0
2024-09-04 00:00:00+00:00,57956.0,57493.0,57184.33335417509,58734.640625,57939.44921875
2024-09-05 00:00:00+00:00,56158.0,57956.0,57650.67526578903,59247.421875,58021.421875
2024-09-06 00:00:00+00:00,53955.0,56158.0,55826.93750488758,57484.23828125,56827.0625
2024-09-07 00:00:00+00:00,54147.0,53955.0,53576.04955494404,55181.47265625,54661.62109375
2024-09-08 00:00:00+00:00,54866.0,54147.0,53741.61114549637,54686.06640625,54525.30078125
2024-09-09 00:00:00+00:00,57059.0,54866.0,54474.05505716801,55200.76171875,55097.0078125
2024-09-10 00:00:00+00:00,57659.0,57059.0,56720.513922572136,57707.81640625,56952.5703125
2024-09-11 00:00:00+00:00,57342.0,57659.0,57375.81915032864,57610.44921875,57564.5546875
2024-09-12 00:00:00+00:00,58139.0,57342.0,57085.025564432144,57245.06640625,57204.13671875
2024-09-13 00:00:00+00:00,60545.0,58139.0,57913.27374231815,58217.4765625,58162.67578125
2024-09-14 00:00:00+00:00,60012.0,60545.0,60390.876940488815,60937.69140625,60537.4609375
2024-09-15 00:00:00+00:00,59130.0,60012.0,59886.78375005722,59877.734375,59818.515625
2024-09-16 00:00:00+00:00,58212.0,59130.0,58994.15817797184,59308.58984375,58789.5
2024-09-17 00:00:00+00:00,60316.0,58212.0,58049.49633908272,58682.421875,57998.33203125
2024-09-18 00:00:00+00:00,61757.0,60316.0,60180.54330396652,60253.03515625,60349.671875
2024-09-19 00:00:00+00:00,62940.0,61757.0,61665.273060142994,61304.00390625,61786.890625
2024-09-20 00:00:00+00:00,63211.0,62940.0,62891.95808172226,62493.015625,62971.0234375
2024-09-21 00:00:00+00:00,63364.0,63211.0,63182.04546219111,63208.375,63037.265625
2024-09-22 00:00:00+00:00,63563.0,63364.0,63341.50544643402,63353.390625,63106.6015625
2024-09-23 00:00:00+00:00,63325.0,63563.0,63535.46030288935,63239.8515625,63541.84375
