Timestamp,Prophet_Periodic_Refit
2023-10-17 00:00:00+00:00,27942.141798933746
2023-10-18 00:00:00+00:00,27991.452869981535
2023-10-19 00:00:00+00:00,28040.76394102932
2023-10-20 00:00:00+00:00,28090.075012077108
2023-10-21 00:00:00+00:00,28139.386083124893
2023-10-22 00:00:00+00:00,28188.697154172678
2023-10-23 00:00:00+00:00,28238.008225220467
2023-10-24 00:00:00+00:00,28287.319296268255
2023-10-25 00:00:00+00:00,28336.63036731604
2023-10-26 00:00:00+00:00,28385.941438363825
2023-10-27 00:00:00+00:00,28435.252509411614
2023-10-28 00:00:00+00:00,28484.5635804594
2023-10-29 00:00:00+00:00,28533.874651507187
2023-10-30 00:00:00+00:00,28583.185722554972
2023-10-31 00:00:00+00:00,28632.496793602757
2023-11-01 00:00:00+00:00,28681.807864650546
2023-11-02 00:00:00+00:00,28731.11893569833
2023-11-03 00:00:00+00:00,28780.43000674612
2023-11-04 00:00:00+00:00,28829.741077793904
2023-11-05 00:00:00+00:00,28879.052148841693
2023-11-06 00:00:00+00:00,28928.36321988948
2023-11-07 00:00:00+00:00,28977.674290937266
2023-11-08 00:00:00+00:00,29026.98536198505
2023-11-09 00:00:00+00:00,29076.29643303284
2023-11-10 00:00:00+00:00,37307.18652917648
2023-11-11 00:00:00+00:00,37638.51636305905
2023-11-12 00:00:00+00:00,37969.84619694162
2023-11-13 00:00:00+00:00,38301.17603082419
2023-11-14 00:00:00+00:00,38632.505864706756
2023-11-15 00:00:00+00:00,38963.835698589326
2023-11-16 00:00:00+00:00,39295.165532471896
2023-11-17 00:00:00+00:00,39626.49536635448
2023-11-18 00:00:00+00:00,39957.82520023703
2023-11-19 00:00:00+00:00,40289.1550341196
2023-11-20 00:00:00+00:00,40620.48486800217
2023-11-21 00:00:00+00:00,40951.81470188474
2023-11-22 00:00:00+00:00,41283.14453576731
2023-11-23 00:00:00+00:00,41614.47436964988
2023-11-24 00:00:00+00:00,41945.80420353245
2023-11-25 00:00:00+00:00,42277.13403741502
2023-11-26 00:00:00+00:00,42608.46387129759
2023-11-27 00:00:00+00:00,42939.79370518016
2023-11-28 00:00:00+00:00,43271.123539062726
2023-11-29 00:00:00+00:00,43602.453372945296
2023-11-30 00:00:00+00:00,43933.783206827866
2023-12-01 00:00:00+00:00,44265.113040710436
2023-12-02 00:00:00+00:00,44596.442874593
2023-12-03 00:00:00+00:00,44927.77270847557
2023-12-04 00:00:00+00:00,45259.10254235814
2023-12-05 00:00:00+00:00,45590.43237624071
2023-12-06 00:00:00+00:00,45921.76221012328
2023-12-07 00:00:00+00:00,46253.09204400585
2023-12-08 00:00:00+00:00,46584.42187788842
2023-12-09 00:00:00+00:00,46915.75171177099
2023-12-10 00:00:00+00:00,42249.413559943074
2023-12-11 00:00:00+00:00,42468.37485524586
2023-12-12 00:00:00+00:00,42687.33615054863
2023-12-13 00:00:00+00:00,42906.297445851415
2023-12-14 00:00:00+00:00,43125.2587411542
2023-12-15 00:00:00+00:00,43344.22003645697
2023-12-16 00:00:00+00:00,43563.18133175976
2023-12-17 00:00:00+00:00,43782.142627062545
2023-12-18 00:00:00+00:00,44001.10392236532
2023-12-19 00:00:00+00:00,44220.06521766811
2023-12-20 00:00:00+00:00,44439.026512970886
2023-12-21 00:00:00+00:00,44657.98780827366
2023-12-22 00:00:00+00:00,44876.949103576444
2023-12-23 00:00:00+00:00,45095.91039887922
2023-12-24 00:00:00+00:00,45314.87169418201
2023-12-25 00:00:00+00:00,45533.832989484785
2023-12-26 00:00:00+00:00,45752.79428478757
2023-12-27 00:00:00+00:00,45971.75558009034
2023-12-28 00:00:00+00:00,46190.71687539312
2023-12-29 00:00:00+00:00,46409.67817069591
2023-12-30 00:00:00+00:00,46628.63946599868
2023-12-31 00:00:00+00:00,46847.600761301466
2024-01-01 00:00:00+00:00,47066.56205660424
2024-01-02 00:00:00+00:00,47285.52335190703
2024-01-03 00:00:00+00:00,47504.484647209814
2024-01-04 00:00:00+00:00,47723.44594251259
2024-01-05 00:00:00+00:00,47942.407237815365
2024-01-06 00:00:00+00:00,48161.368533118155
2024-01-07 00:00:00+00:00,48380.32982842093
2024-01-08 00:00:00+00:00,48599.29112372371
2024-01-09 00:00:00+00:00,44785.93329541413
2024-01-10 00:00:00+00:00,44886.44002068929
2024-01-11 00:00:00+00:00,44986.94674596445
2024-01-12 00:00:00+00:00,45087.45347123961
2024-01-13 00:00:00+00:00,45187.96019651478
2024-01-14 00:00:00+00:00,45288.466921789935
2024-01-15 00:00:00+00:00,45388.973647065104
2024-01-16 00:00:00+00:00,45489.480372340266
2024-01-17 00:00:00+00:00,45589.987097615434
2024-01-18 00:00:00+00:00,45690.493822890596
2024-01-19 00:00:00+00:00,45791.00054816576
2024-01-20 00:00:00+00:00,45891.507273440926
2024-01-21 00:00:00+00:00,45992.01399871608
2024-01-22 00:00:00+00:00,46092.52072399125
2024-01-23 00:00:00+00:00,46193.02744926641
2024-01-24 00:00:00+00:00,46293.53417454157
2024-01-25 00:00:00+00:00,46394.04089981674
2024-01-26 00:00:00+00:00,46494.5476250919
2024-01-27 00:00:00+00:00,46595.05435036706
2024-01-28 00:00:00+00:00,46695.561075642225
2024-01-29 00:00:00+00:00,46796.067800917386
2024-01-30 00:00:00+00:00,46896.57452619255
2024-01-31 00:00:00+00:00,46997.081251467716
2024-02-01 00:00:00+00:00,47097.58797674288
2024-02-02 00:00:00+00:00,47198.09470201805
2024-02-03 00:00:00+00:00,47298.6014272932
2024-02-04 00:00:00+00:00,47399.10815256837
2024-02-05 00:00:00+00:00,47499.61487784353
2024-02-06 00:00:00+00:00,47600.1216031187
2024-02-07 00:00:00+00:00,47700.62832839386
2024-02-08 00:00:00+00:00,42299.39313837096
2024-02-09 00:00:00+00:00,42269.75242180847
2024-02-10 00:00:00+00:00,42240.11170524599
2024-02-11 00:00:00+00:00,42210.470988683504
2024-02-12 00:00:00+00:00,42180.83027212102
2024-02-13 00:00:00+00:00,42151.189555558536
2024-02-14 00:00:00+00:00,42121.54883899605
2024-02-15 00:00:00+00:00,42091.90812243357
2024-02-16 00:00:00+00:00,42062.26740587108
2024-02-17 00:00:00+00:00,42032.6266893086
2024-02-18 00:00:00+00:00,42002.985972746115
2024-02-19 00:00:00+00:00,41973.34525618363
2024-02-20 00:00:00+00:00,41943.70453962115
2024-02-21 00:00:00+00:00,41914.06382305866
2024-02-22 00:00:00+00:00,41884.42310649618
2024-02-23 00:00:00+00:00,41854.782389933695
2024-02-24 00:00:00+00:00,41825.14167337121
2024-02-25 00:00:00+00:00,41795.500956808726
2024-02-26 00:00:00+00:00,41765.86024024624
2024-02-27 00:00:00+00:00,41736.21952368376
2024-02-28 00:00:00+00:00,41706.578807121274
2024-02-29 00:00:00+00:00,41676.93809055879
2024-03-01 00:00:00+00:00,41647.297373996305
2024-03-02 00:00:00+00:00,41617.65665743382
2024-03-03 00:00:00+00:00,41588.01594087134
2024-03-04 00:00:00+00:00,41558.37522430885
2024-03-05 00:00:00+00:00,41528.73450774637
2024-03-06 00:00:00+00:00,41499.093791183885
2024-03-07 00:00:00+00:00,41469.4530746214
2024-03-08 00:00:00+00:00,41439.812358058916
2024-03-09 00:00:00+00:00,66216.07833362994
2024-03-10 00:00:00+00:00,66914.15948630661
2024-03-11 00:00:00+00:00,67612.24063898332
2024-03-12 00:00:00+00:00,68310.32179166
2024-03-13 00:00:00+00:00,69008.4029443367
2024-03-14 00:00:00+00:00,69706.48409701338
2024-03-15 00:00:00+00:00,70404.56524969006
2024-03-16 00:00:00+00:00,71102.64640236676
2024-03-17 00:00:00+00:00,71800.72755504344
2024-03-18 00:00:00+00:00,72498.80870772013
2024-03-19 00:00:00+00:00,73196.88986039684
2024-03-20 00:00:00+00:00,73894.97101307352
2024-03-21 00:00:00+00:00,74593.0521657502
2024-03-22 00:00:00+00:00,75291.13331842692
2024-03-23 00:00:00+00:00,75989.2144711036
2024-03-24 00:00:00+00:00,76687.29562378027
2024-03-25 00:00:00+00:00,77385.37677645695
2024-03-26 00:00:00+00:00,78083.45792913366
2024-03-27 00:00:00+00:00,78781.53908181035
2024-03-28 00:00:00+00:00,79479.62023448703
2024-03-29 00:00:00+00:00,80177.7013871637
2024-03-30 00:00:00+00:00,80875.78253984041
2024-03-31 00:00:00+00:00,81573.86369251709
2024-04-01 00:00:00+00:00,82271.94484519381
2024-04-02 00:00:00+00:00,82970.02599787049
2024-04-03 00:00:00+00:00,83668.10715054716
2024-04-04 00:00:00+00:00,84366.18830322387
2024-04-05 00:00:00+00:00,85064.26945590056
2024-04-06 00:00:00+00:00,85762.35060857724
2024-04-07 00:00:00+00:00,86460.43176125392
2024-04-08 00:00:00+00:00,69829.7845813008
2024-04-09 00:00:00+00:00,69935.20057321136
2024-04-10 00:00:00+00:00,70040.61656512192
2024-04-11 00:00:00+00:00,70146.03255703248
2024-04-12 00:00:00+00:00,70251.44854894304
2024-04-13 00:00:00+00:00,70356.86454085361
2024-04-14 00:00:00+00:00,70462.28053276417
2024-04-15 00:00:00+00:00,70567.69652467474
2024-04-16 00:00:00+00:00,70673.1125165853
2024-04-17 00:00:00+00:00,70778.52850849586
2024-04-18 00:00:00+00:00,70883.94450040643
2024-04-19 00:00:00+00:00,70989.36049231699
2024-04-20 00:00:00+00:00,71094.77648422755
2024-04-21 00:00:00+00:00,71200.19247613812
2024-04-22 00:00:00+00:00,71305.60846804868
2024-04-23 00:00:00+00:00,71411.02445995924
2024-04-24 00:00:00+00:00,71516.4404518698
2024-04-25 00:00:00+00:00,71621.85644378037
2024-04-26 00:00:00+00:00,71727.27243569093
2024-04-27 00:00:00+00:00,71832.6884276015
2024-04-28 00:00:00+00:00,71938.10441951206
2024-04-29 00:00:00+00:00,72043.52041142264
2024-04-30 00:00:00+00:00,72148.9364033332
2024-05-01 00:00:00+00:00,72254.35239524375
2024-05-02 00:00:00+00:00,72359.76838715431
2024-05-03 00:00:00+00:00,72465.18437906487
2024-05-04 00:00:00+00:00,72570.60037097544
2024-05-05 00:00:00+00:00,72676.016362886
2024-05-06 00:00:00+00:00,72781.43235479658
2024-05-07 00:00:00+00:00,72886.84834670713
2024-05-08 00:00:00+00:00,61857.754286383766
2024-05-09 00:00:00+00:00,61680.40217966746
2024-05-10 00:00:00+00:00,61503.05007295114
2024-05-11 00:00:00+00:00,61325.69796623483
2024-05-12 00:00:00+00:00,61148.345859518515
2024-05-13 00:00:00+00:00,60970.993752802206
2024-05-14 00:00:00+00:00,60793.64164608589
2024-05-15 00:00:00+00:00,60616.28953936958
2024-05-16 00:00:00+00:00,60438.93743265326
2024-05-17 00:00:00+00:00,60261.585325936954
2024-05-18 00:00:00+00:00,60084.23321922064
2024-05-19 00:00:00+00:00,59906.88111250433
2024-05-20 00:00:00+00:00,59729.52900578801
2024-05-21 00:00:00+00:00,59552.1768990717
2024-05-22 00:00:00+00:00,59374.824792355386
2024-05-23 00:00:00+00:00,59197.47268563908
2024-05-24 00:00:00+00:00,59020.12057892277
2024-05-25 00:00:00+00:00,58842.76847220646
2024-05-26 00:00:00+00:00,58665.41636549014
2024-05-27 00:00:00+00:00,58488.06425877383
2024-05-28 00:00:00+00:00,58310.71215205753
2024-05-29 00:00:00+00:00,58133.360045341215
2024-05-30 00:00:00+00:00,57956.007938624905
2024-05-31 00:00:00+00:00,57778.65583190858
2024-06-01 00:00:00+00:00,57601.303725192265
2024-06-02 00:00:00+00:00,57423.951618475956
2024-06-03 00:00:00+00:00,57246.599511759654
2024-06-04 00:00:00+00:00,57069.24740504334
2024-06-05 00:00:00+00:00,56891.89529832703
2024-06-06 00:00:00+00:00,56714.54319161071
2024-06-07 00:00:00+00:00,70047.7580282363
2024-06-08 00:00:00+00:00,70255.47611254836
2024-06-09 00:00:00+00:00,70463.19419686041
2024-06-10 00:00:00+00:00,70670.91228117245
2024-06-11 00:00:00+00:00,70878.63036548451
2024-06-12 00:00:00+00:00,71086.34844979655
2024-06-13 00:00:00+00:00,71294.0665341086
2024-06-14 00:00:00+00:00,71501.78461842066
2024-06-15 00:00:00+00:00,71709.50270273272
2024-06-16 00:00:00+00:00,71917.22078704477
2024-06-17 00:00:00+00:00,72124.93887135682
2024-06-18 00:00:00+00:00,72332.65695566886
2024-06-19 00:00:00+00:00,72540.37503998092
2024-06-20 00:00:00+00:00,72748.09312429297
2024-06-21 00:00:00+00:00,72955.81120860502
2024-06-22 00:00:00+00:00,73163.52929291708
2024-06-23 00:00:00+00:00,73371.24737722911
2024-06-24 00:00:00+00:00,73578.96546154117
2024-06-25 00:00:00+00:00,73786.68354585323
2024-06-26 00:00:00+00:00,73994.40163016527
2024-06-27 00:00:00+00:00,74202.11971447732
2024-06-28 00:00:00+00:00,74409.83779878938
2024-06-29 00:00:00+00:00,74617.55588310144
2024-06-30 00:00:00+00:00,74825.2739674135
2024-07-01 00:00:00+00:00,75032.99205172552
2024-07-02 00:00:00+00:00,75240.71013603758
2024-07-03 00:00:00+00:00,75448.42822034964
2024-07-04 00:00:00+00:00,75656.14630466168
2024-07-05 00:00:00+00:00,75863.86438897374
2024-07-06 00:00:00+00:00,76071.58247328579
2024-07-07 00:00:00+00:00,58807.171610093996
2024-07-08 00:00:00+00:00,58471.30830927518
2024-07-09 00:00:00+00:00,58135.44500845634
2024-07-10 00:00:00+00:00,57799.58170763751
2024-07-11 00:00:00+00:00,57463.718406818676
2024-07-12 00:00:00+00:00,57127.85510599986
2024-07-13 00:00:00+00:00,56791.991805181024
2024-07-14 00:00:00+00:00,56456.12850436218
2024-07-15 00:00:00+00:00,56120.26520354335
2024-07-16 00:00:00+00:00,55784.40190272453
2024-07-17 00:00:00+00:00,55448.5386019057
2024-07-18 00:00:00+00:00,55112.67530108686
2024-07-19 00:00:00+00:00,54776.81200026804
2024-07-20 00:00:00+00:00,54440.94869944921
2024-07-21 00:00:00+00:00,54105.08539863038
2024-07-22 00:00:00+00:00,53769.22209781155
2024-07-23 00:00:00+00:00,53433.358796992725
2024-07-24 00:00:00+00:00,53097.49549617389
2024-07-25 00:00:00+00:00,52761.63219535506
2024-07-26 00:00:00+00:00,52425.76889453623
2024-07-27 00:00:00+00:00,52089.905593717405
2024-07-28 00:00:00+00:00,51754.04229289857
2024-07-29 00:00:00+00:00,51418.178992079746
2024-07-30 00:00:00+00:00,51082.315691260905
2024-07-31 00:00:00+00:00,50746.45239044208
2024-08-01 00:00:00+00:00,50410.589089623245
2024-08-02 00:00:00+00:00,50074.72578880442
2024-08-03 00:00:00+00:00,49738.862487985585
2024-08-04 00:00:00+00:00,49402.99918716676
2024-08-05 00:00:00+00:00,49067.13588634793
2024-08-06 00:00:00+00:00,62381.19730045547
2024-08-07 00:00:00+00:00,62348.267734946545
2024-08-08 00:00:00+00:00,62315.33816943762
2024-08-09 00:00:00+00:00,62282.4086039287
2024-08-10 00:00:00+00:00,62249.47903841978
2024-08-11 00:00:00+00:00,62216.54947291086
2024-08-12 00:00:00+00:00,62183.61990740194
2024-08-13 00:00:00+00:00,62150.690341893016
2024-08-14 00:00:00+00:00,62117.76077638409
2024-08-15 00:00:00+00:00,62084.83121087517
2024-08-16 00:00:00+00:00,62051.90164536625
2024-08-17 00:00:00+00:00,62018.97207985733
2024-08-18 00:00:00+00:00,61986.04251434841
2024-08-19 00:00:00+00:00,61953.11294883948
2024-08-20 00:00:00+00:00,61920.18338333056
2024-08-21 00:00:00+00:00,61887.253817821635
2024-08-22 00:00:00+00:00,61854.32425231271
2024-08-23 00:00:00+00:00,61821.39468680379
2024-08-24 00:00:00+00:00,61788.465121294874
2024-08-25 00:00:00+00:00,61755.53555578595
2024-08-26 00:00:00+00:00,61722.60599027703
2024-08-27 00:00:00+00:00,61689.676424768106
2024-08-28 00:00:00+00:00,61656.74685925918
2024-08-29 00:00:00+00:00,61623.81729375027
2024-08-30 00:00:00+00:00,61590.887728241345
2024-08-31 00:00:00+00:00,61557.95816273242
2024-09-01 00:00:00+00:00,61525.0285972235
2024-09-02 00:00:00+00:00,61492.09903171458
2024-09-03 00:00:00+00:00,61459.169466205654
2024-09-04 00:00:00+00:00,61426.23990069674
2024-09-05 00:00:00+00:00,59373.98484077836
2024-09-06 00:00:00+00:00,59317.0235702992
2024-09-07 00:00:00+00:00,59260.062299820056
2024-09-08 00:00:00+00:00,59203.101029340905
2024-09-09 00:00:00+00:00,59146.139758861755
2024-09-10 00:00:00+00:00,59089.17848838261
2024-09-11 00:00:00+00:00,59032.21721790346
2024-09-12 00:00:00+00:00,58975.25594742432
2024-09-13 00:00:00+00:00,58918.29467694516
2024-09-14 00:00:00+00:00,58861.33340646601
2024-09-15 00:00:00+00:00,58804.372135986865
2024-09-16 00:00:00+00:00,58747.410865507714
2024-09-17 00:00:00+00:00,58690.44959502857
2024-09-18 00:00:00+00:00,58633.48832454942
2024-09-19 00:00:00+00:00,58576.52705407027
2024-09-20 00:00:00+00:00,58519.56578359112
2024-09-21 00:00:00+00:00,58462.60451311197
2024-09-22 00:00:00+00:00,58405.643242632825
2024-09-23 00:00:00+00:00,58348.681972153674
2024-09-24 00:00:00+00:00,58291.72070167452
2024-09-25 00:00:00+00:00,58234.75943119538
2024-09-26 00:00:00+00:00,58177.79816071623
2024-09-27 00:00:00+00:00,58120.83689023708
2024-09-28 00:00:00+00:00,58063.87561975793
2024-09-29 00:00:00+00:00,58006.91434927878
2024-09-30 00:00:00+00:00,57949.953078799634
2024-10-01 00:00:00+00:00,57892.99180832048
2024-10-02 00:00:00+00:00,57836.03053784134
2024-10-03 00:00:00+00:00,57779.06926736219
2024-10-04 00:00:00+00:00,57722.10799688303
2024-10-05 00:00:00+00:00,62536.63340242366
2024-10-06 00:00:00+00:00,62634.11480642264
2024-10-07 00:00:00+00:00,62731.59621042162
2024-10-08 00:00:00+00:00,62829.07761442061
2024-10-09 00:00:00+00:00,62926.55901841959
2024-10-10 00:00:00+00:00,63024.04042241858
2024-10-11 00:00:00+00:00,63121.52182641756
2024-10-12 00:00:00+00:00,63219.00323041654
2024-10-13 00:00:00+00:00,63316.48463441553
2024-10-14 00:00:00+00:00,63413.96603841452
2024-10-15 00:00:00+00:00,63511.4474424135
2024-10-16 00:00:00+00:00,63608.92884641248
2024-10-17 00:00:00+00:00,63706.41025041146
2024-10-18 00:00:00+00:00,63803.89165441045
2024-10-19 00:00:00+00:00,63901.37305840943
2024-10-20 00:00:00+00:00,63998.85446240842
2024-10-21 00:00:00+00:00,64096.33586640739
2024-10-22 00:00:00+00:00,64193.817270406376
2024-10-23 00:00:00+00:00,64291.29867440536
2024-10-24 00:00:00+00:00,64388.78007840434
2024-10-25 00:00:00+00:00,64486.26148240333
2024-10-26 00:00:00+00:00,64583.74288640231
2024-10-27 00:00:00+00:00,64681.2242904013
2024-10-28 00:00:00+00:00,64778.70569440028
2024-10-29 00:00:00+00:00,64876.18709839926
2024-10-30 00:00:00+00:00,64973.66850239825
2024-10-31 00:00:00+00:00,65071.14990639723
2024-11-01 00:00:00+00:00,65168.63131039622
2024-11-02 00:00:00+00:00,65266.1127143952
2024-11-03 00:00:00+00:00,65363.59411839418
2024-11-04 00:00:00+00:00,69649.01970485246
2024-11-05 00:00:00+00:00,69841.10897651585
2024-11-06 00:00:00+00:00,70033.19824817924
2024-11-07 00:00:00+00:00,70225.28751984263
2024-11-08 00:00:00+00:00,70417.37679150602
2024-11-09 00:00:00+00:00,70609.4660631694
2024-11-10 00:00:00+00:00,70801.55533483278
2024-11-11 00:00:00+00:00,70993.64460649616
2024-11-12 00:00:00+00:00,71185.73387815956
2024-11-13 00:00:00+00:00,71377.82314982294
2024-11-14 00:00:00+00:00,71569.91242148634
2024-11-15 00:00:00+00:00,71762.00169314972
2024-11-16 00:00:00+00:00,71954.0909648131
2024-11-17 00:00:00+00:00,72146.18023647649
2024-11-18 00:00:00+00:00,72338.26950813989
2024-11-19 00:00:00+00:00,72530.35877980325
2024-11-20 00:00:00+00:00,72722.44805146665
2024-11-21 00:00:00+00:00,72914.53732313003
2024-11-22 00:00:00+00:00,73106.62659479342
2024-11-23 00:00:00+00:00,73298.71586645681
2024-11-24 00:00:00+00:00,73490.8051381202
2024-11-25 00:00:00+00:00,73682.89440978358
2024-11-26 00:00:00+00:00,73874.98368144697
2024-11-27 00:00:00+00:00,74067.07295311037
2024-11-28 00:00:00+00:00,74259.16222477374
2024-11-29 00:00:00+00:00,74451.25149643712
2024-11-30 00:00:00+00:00,74643.3407681005
2024-12-01 00:00:00+00:00,74835.4300397639
2024-12-02 00:00:00+00:00,75027.51931142728
2024-12-03 00:00:00+00:00,75219.60858309068
2024-12-04 00:00:00+00:00,102517.66771928607
2024-12-05 00:00:00+00:00,103408.1502626949
2024-12-06 00:00:00+00:00,104298.63280610372
2024-12-07 00:00:00+00:00,105189.11534951255
2024-12-08 00:00:00+00:00,106079.59789292137
2024-12-09 00:00:00+00:00,106970.0804363302
2024-12-10 00:00:00+00:00,107860.56297973904
2024-12-11 00:00:00+00:00,108751.04552314787
2024-12-12 00:00:00+00:00,109641.5280665567
2024-12-13 00:00:00+00:00,110532.01060996552
2024-12-14 00:00:00+00:00,111422.49315337435
2024-12-15 00:00:00+00:00,112312.97569678322
2024-12-16 00:00:00+00:00,113203.45824019205
2024-12-17 00:00:00+00:00,114093.94078360088
2024-12-18 00:00:00+00:00,114984.4233270097
2024-12-19 00:00:00+00:00,115874.90587041853
2024-12-20 00:00:00+00:00,116765.38841382736
2024-12-21 00:00:00+00:00,117655.87095723618
2024-12-22 00:00:00+00:00,118546.35350064501
2024-12-23 00:00:00+00:00,119436.83604405385
2024-12-24 00:00:00+00:00,120327.31858746268
2024-12-25 00:00:00+00:00,121217.8011308715
2024-12-26 00:00:00+00:00,122108.28367428033
2024-12-27 00:00:00+00:00,122998.76621768916
2024-12-28 00:00:00+00:00,123889.24876109799
2024-12-29 00:00:00+00:00,124779.73130450681
2024-12-30 00:00:00+00:00,125670.21384791564
2024-12-31 00:00:00+00:00,126560.69639132447
2025-01-01 00:00:00+00:00,127451.1789347333
2025-01-02 00:00:00+00:00,128341.66147814212
2025-01-03 00:00:00+00:00,96086.4105934341
2025-01-04 00:00:00+00:00,95951.76821542153
2025-01-05 00:00:00+00:00,95817.12583740892
2025-01-06 00:00:00+00:00,95682.48345939633
2025-01-07 00:00:00+00:00,95547.84108138375
2025-01-08 00:00:00+00:00,95413.19870337116
2025-01-09 00:00:00+00:00,95278.55632535857
2025-01-10 00:00:00+00:00,95143.91394734598
2025-01-11 00:00:00+00:00,95009.27156933337
2025-01-12 00:00:00+00:00,94874.6291913208
2025-01-13 00:00:00+00:00,94739.9868133082
2025-01-14 00:00:00+00:00,94605.34443529563
2025-01-15 00:00:00+00:00,94470.70205728304
2025-01-16 00:00:00+00:00,94336.05967927043
2025-01-17 00:00:00+00:00,94201.41730125784
2025-01-18 00:00:00+00:00,94066.77492324526
2025-01-19 00:00:00+00:00,93932.13254523267
2025-01-20 00:00:00+00:00,93797.49016722008
2025-01-21 00:00:00+00:00,93662.84778920749
2025-01-22 00:00:00+00:00,93528.2054111949
2025-01-23 00:00:00+00:00,93393.5630331823
2025-01-24 00:00:00+00:00,93258.92065516973
2025-01-25 00:00:00+00:00,93124.27827715714
2025-01-26 00:00:00+00:00,92989.63589914453
2025-01-27 00:00:00+00:00,92854.99352113194
2025-01-28 00:00:00+00:00,92720.35114311936
2025-01-29 00:00:00+00:00,92585.70876510677
2025-01-30 00:00:00+00:00,92451.06638709418
2025-01-31 00:00:00+00:00,92316.42400908159
2025-02-01 00:00:00+00:00,92181.781631069
2025-02-02 00:00:00+00:00,102779.91157156872
2025-02-03 00:00:00+00:00,102935.76648429259
2025-02-04 00:00:00+00:00,103091.62139701647
2025-02-05 00:00:00+00:00,103247.47630974035
2025-02-06 00:00:00+00:00,103403.33122246421
2025-02-07 00:00:00+00:00,103559.18613518808
2025-02-08 00:00:00+00:00,103715.04104791196
2025-02-09 00:00:00+00:00,103870.89596063583
2025-02-10 00:00:00+00:00,104026.7508733597
2025-02-11 00:00:00+00:00,104182.60578608357
2025-02-12 00:00:00+00:00,104338.46069880745
2025-02-13 00:00:00+00:00,104494.31561153132
2025-02-14 00:00:00+00:00,104650.17052425518
2025-02-15 00:00:00+00:00,104806.02543697906
2025-02-16 00:00:00+00:00,104961.88034970293
2025-02-17 00:00:00+00:00,105117.73526242681
2025-02-18 00:00:00+00:00,105273.59017515069
2025-02-19 00:00:00+00:00,105429.44508787454
