Timestamp,Actual,Chronos_Bolt_Tiny_Native_Lower_80,Chronos_Bolt_Tiny_Native_Upper_80,Chronos_Bolt_Tiny_Calibrated_Lower_80,Chronos_Bolt_Tiny_Calibrated_Upper_80,TimesFM_Native_Lower_80,TimesFM_Native_Upper_80,TimesFM_Calibrated_Lower_80,TimesFM_Calibrated_Upper_80
2024-03-26 00:00:00+00:00,69997.0,66530.671875,72878.890625,66667.5859375,72741.9765625,69262.328125,71903.5546875,68721.26171875,72444.62109375
2024-03-27 00:00:00+00:00,69421.0,67028.421875,72970.90625,67165.3359375,72833.9921875,69982.9375,72841.6328125,69441.87109375,73382.69921875
2024-03-28 00:00:00+00:00,70803.0,66444.984375,72218.71875,66581.8984375,72081.8046875,69084.5703125,71959.390625,68543.50390625,72500.45703125
2024-03-29 00:00:00+00:00,69903.0,68441.703125,74200.453125,68578.6171875,74063.5390625,70604.2265625,73421.078125,70063.16015625,73962.14453125
2024-03-30 00:00:00+00:00,69613.0,67674.109375,73385.0546875,67811.0234375,73248.140625,69594.421875,72184.609375,69053.35546875,72725.67578125
2024-03-31 00:00:00+00:00,71285.0,67463.515625,72972.671875,67600.4296875,72835.7578125,68966.5078125,71707.078125,68425.44140625,72248.14453125
2024-04-01 00:00:00+00:00,69699.0,69083.109375,74721.2578125,69220.0234375,74584.34375,70749.234375,73391.046875,70208.16796875,73932.11328125
2024-04-02 00:00:00+00:00,65469.0,67366.6171875,73397.203125,67503.53125,73260.2890625,69123.59375,71649.578125,68582.52734375,72190.64453125
2024-04-03 00:00:00+00:00,65988.0,62084.83984375,68564.921875,62221.75390625,68428.0078125,65063.23046875,67940.0,64522.1640625,68481.06640625
2024-04-04 00:00:00+00:00,68538.0,62998.921875,68893.2109375,63135.8359375,68756.296875,64915.23828125,67504.265625,64374.171875,68045.33203125
2024-04-05 00:00:00+00:00,67857.0,65688.03125,71895.3125,65824.9453125,71758.3984375,67667.859375,69591.8671875,67126.79296875,70132.93359375
2024-04-06 00:00:00+00:00,68917.0,65026.65625,70952.078125,65163.5703125,70815.1640625,67220.4765625,69505.6796875,66679.41015625,70046.74609375
2024-04-07 00:00:00+00:00,69358.0,65809.7734375,71838.09375,65946.6875,71701.1796875,68562.53125,70636.578125,68021.46484375,71177.64453125
2024-04-08 00:00:00+00:00,71613.0,66219.3671875,72333.3515625,66356.28125,72196.4375,69046.0859375,70711.8671875,68505.01953125,71252.93359375
2024-04-09 00:00:00+00:00,69135.0,68253.5234375,74794.90625,68390.4375,74657.9921875,71288.015625,73159.3828125,70746.94921875,73700.44921875
2024-04-10 00:00:00+00:00,70630.0,66423.171875,72424.9296875,66560.0859375,72288.015625,69804.25,71720.671875,69263.18359375,72261.73828125
2024-04-11 00:00:00+00:00,70015.0,67973.828125,73927.796875,68110.7421875,73790.8828125,70332.1796875,71853.6015625,69791.11328125,72394.66796875
