Timestamp,Persistence_Enhanced_Transformer
2023-10-25 00:00:00+00:00,33154.67282885313
2023-10-26 00:00:00+00:00,33722.63674283028
2023-10-27 00:00:00+00:00,33397.9662206769
2023-10-28 00:00:00+00:00,33145.593418478966
2023-10-29 00:00:00+00:00,33326.34487426281
2023-10-30 00:00:00+00:00,33763.499902009964
2023-10-31 00:00:00+00:00,33721.39219671488
2023-11-01 00:00:00+00:00,33883.60119378567
2023-11-02 00:00:00+00:00,34644.725823402405
2023-11-03 00:00:00+00:00,34153.49002289772
2023-11-04 00:00:00+00:00,33947.81249040365
2023-11-05 00:00:00+00:00,34298.778336167336
2023-11-06 00:00:00+00:00,34258.723315894604
2023-11-07 00:00:00+00:00,34255.821954488754
2023-11-08 00:00:00+00:00,34619.37469983101
2023-11-09 00:00:00+00:00,34840.477867126465
2023-11-10 00:00:00+00:00,35869.2038744688
2023-11-11 00:00:00+00:00,36480.74023449421
2023-11-12 00:00:00+00:00,36317.05293273926
2023-11-13 00:00:00+00:00,36252.73957014084
2023-11-14 00:00:00+00:00,35665.6170797348
2023-11-15 00:00:00+00:00,34765.943261384964
2023-11-16 00:00:00+00:00,37026.308026731014
2023-11-17 00:00:00+00:00,35354.469944536686
2023-11-18 00:00:00+00:00,35803.86134982109
2023-11-19 00:00:00+00:00,35770.141127705574
2023-11-20 00:00:00+00:00,36585.8565672636
2023-11-21 00:00:00+00:00,36638.61532688141
2023-11-22 00:00:00+00:00,34956.93903827667
2023-11-23 00:00:00+00:00,36584.92086791992
2023-11-24 00:00:00+00:00,36464.51855802536
2023-11-25 00:00:00+00:00,36899.42686343193
2023-11-26 00:00:00+00:00,36960.937267541885
2023-11-27 00:00:00+00:00,36619.99091267586
2023-11-28 00:00:00+00:00,36404.970841407776
2023-11-29 00:00:00+00:00,36990.435770988464
2023-11-30 00:00:00+00:00,37012.9045586586
2023-12-01 00:00:00+00:00,36872.2208134532
2023-12-02 00:00:00+00:00,37837.740612089634
2023-12-03 00:00:00+00:00,38587.16755092144
2023-12-04 00:00:00+00:00,39090.47587609291
2023-12-05 00:00:00+00:00,41040.93900114298
2023-12-06 00:00:00+00:00,43083.15844833851
2023-12-07 00:00:00+00:00,42779.31093907356
2023-12-08 00:00:00+00:00,42317.44369441271
2023-12-09 00:00:00+00:00,43198.321282446384
2023-12-10 00:00:00+00:00,42728.45227813721
2023-12-11 00:00:00+00:00,42800.68022739887
2023-12-12 00:00:00+00:00,40316.8164601326
2023-12-13 00:00:00+00:00,40527.92891442776
2023-12-14 00:00:00+00:00,41925.41875219345
2023-12-15 00:00:00+00:00,42065.43752169609
2023-12-16 00:00:00+00:00,40984.95199531317
2023-12-17 00:00:00+00:00,41298.58829820156
2023-12-18 00:00:00+00:00,40418.43491822481
2023-12-19 00:00:00+00:00,41693.782380223274
2023-12-20 00:00:00+00:00,41310.70203888416
2023-12-21 00:00:00+00:00,42685.75269341469
2023-12-22 00:00:00+00:00,42888.83435076475
2023-12-23 00:00:00+00:00,43014.43441796303
2023-12-24 00:00:00+00:00,42747.8015409708
2023-12-25 00:00:00+00:00,42063.30152231455
2023-12-26 00:00:00+00:00,42608.61072278023
2023-12-27 00:00:00+00:00,41552.84938931465
2023-12-28 00:00:00+00:00,42493.80899977684
2023-12-29 00:00:00+00:00,41624.42400956154
2023-12-30 00:00:00+00:00,41125.4009642601
2023-12-31 00:00:00+00:00,41199.41465830803
2024-01-01 00:00:00+00:00,41306.79794061184
2024-01-02 00:00:00+00:00,43191.68990671635
2024-01-03 00:00:00+00:00,43956.875960826874
2024-01-04 00:00:00+00:00,41901.33045524359
2024-01-05 00:00:00+00:00,43193.01164376736
2024-01-06 00:00:00+00:00,43190.61678314209
2024-01-07 00:00:00+00:00,43007.581044495106
2024-01-08 00:00:00+00:00,42953.71033716202
2024-01-09 00:00:00+00:00,45935.1373180747
2024-01-10 00:00:00+00:00,45084.43500351906
2024-01-11 00:00:00+00:00,45628.60004556179
2024-01-12 00:00:00+00:00,45314.994337558746
2024-01-13 00:00:00+00:00,41817.54083144665
2024-01-14 00:00:00+00:00,41881.30360686779
2024-01-15 00:00:00+00:00,40779.16336208582
2024-01-16 00:00:00+00:00,41539.47411811352
2024-01-17 00:00:00+00:00,42162.928852021694
2024-01-18 00:00:00+00:00,41778.074642658234
2024-01-19 00:00:00+00:00,40357.33962392807
2024-01-20 00:00:00+00:00,40694.695730924606
2024-01-21 00:00:00+00:00,40738.778730511665
2024-01-22 00:00:00+00:00,40628.41351747513
2024-01-23 00:00:00+00:00,38643.9219660759
2024-01-24 00:00:00+00:00,38976.232023477554
2024-01-25 00:00:00+00:00,39177.645709991455
2024-01-26 00:00:00+00:00,39023.46051454544
2024-01-27 00:00:00+00:00,40882.213096380234
2024-01-28 00:00:00+00:00,41180.66252756119
2024-01-29 00:00:00+00:00,41084.91728758812
2024-01-30 00:00:00+00:00,42334.905118346214
2024-01-31 00:00:00+00:00,41983.806451678276
2024-02-01 00:00:00+00:00,41604.77090907097
2024-02-02 00:00:00+00:00,42106.06490671635
2024-02-03 00:00:00+00:00,42215.5840434432
2024-02-04 00:00:00+00:00,42031.240990400314
2024-02-05 00:00:00+00:00,41616.89034640789
2024-02-06 00:00:00+00:00,41703.900247335434
2024-02-07 00:00:00+00:00,42127.64494585991
2024-02-08 00:00:00+00:00,43352.66714680195
2024-02-09 00:00:00+00:00,44284.94151234627
2024-02-10 00:00:00+00:00,46103.76895624399
2024-02-11 00:00:00+00:00,46698.53016078472
2024-02-12 00:00:00+00:00,47229.51494050026
2024-02-13 00:00:00+00:00,48816.60340207815
2024-02-14 00:00:00+00:00,48604.56392765045
2024-02-15 00:00:00+00:00,50679.79163813591
2024-02-16 00:00:00+00:00,50775.32469642162
2024-02-17 00:00:00+00:00,50988.5942530632
2024-02-18 00:00:00+00:00,50502.94068622589
2024-02-19 00:00:00+00:00,50958.43396067619
2024-02-20 00:00:00+00:00,50625.28587001562
2024-02-21 00:00:00+00:00,51100.39958059788
2024-02-22 00:00:00+00:00,50679.20344465971
2024-02-23 00:00:00+00:00,50102.71382570267
2024-02-24 00:00:00+00:00,49604.39279383421
2024-02-25 00:00:00+00:00,50404.9786144495
2024-02-26 00:00:00+00:00,50561.86923515797
2024-02-27 00:00:00+00:00,53300.17831373215
2024-02-28 00:00:00+00:00,55786.243438482285
2024-02-29 00:00:00+00:00,61107.810094833374
2024-03-01 00:00:00+00:00,59788.65552932024
2024-03-02 00:00:00+00:00,61042.77795577049
2024-03-03 00:00:00+00:00,60649.66926884651
2024-03-04 00:00:00+00:00,61724.35483562946
2024-03-05 00:00:00+00:00,66823.06716114283
2024-03-06 00:00:00+00:00,62368.249680280685
2024-03-07 00:00:00+00:00,64639.422912597656
2024-03-08 00:00:00+00:00,65441.93112665415
2024-03-09 00:00:00+00:00,66755.88666021824
2024-03-10 00:00:00+00:00,66929.16615879536
2024-03-11 00:00:00+00:00,67479.17017185688
2024-03-12 00:00:00+00:00,70501.02065694332
2024-03-13 00:00:00+00:00,69870.82320553064
2024-03-14 00:00:00+00:00,71481.34904187918
2024-03-15 00:00:00+00:00,69772.13066214323
2024-03-16 00:00:00+00:00,67960.29860544205
2024-03-17 00:00:00+00:00,63793.513748168945
2024-03-18 00:00:00+00:00,66827.62376403809
2024-03-19 00:00:00+00:00,66105.37887650728
2024-03-20 00:00:00+00:00,60522.60692965984
2024-03-21 00:00:00+00:00,66363.12255477905
2024-03-22 00:00:00+00:00,64029.93789613247
2024-03-23 00:00:00+00:00,62391.789837777615
2024-03-24 00:00:00+00:00,62578.48097783327
2024-03-25 00:00:00+00:00,65693.7600402832
2024-03-26 00:00:00+00:00,68342.52809107304
2024-03-27 00:00:00+00:00,68439.76307451725
2024-03-28 00:00:00+00:00,67876.9912403822
2024-03-29 00:00:00+00:00,69224.5021070838
2024-03-30 00:00:00+00:00,68346.22519236803
2024-03-31 00:00:00+00:00,68062.71683162451
2024-04-01 00:00:00+00:00,69697.1499362588
2024-04-02 00:00:00+00:00,68147.76127231121
2024-04-03 00:00:00+00:00,64016.59574389458
2024-04-04 00:00:00+00:00,64523.739743471146
2024-04-05 00:00:00+00:00,67016.6124343872
2024-04-06 00:00:00+00:00,66351.16589999199
2024-04-07 00:00:00+00:00,67387.18306612968
2024-04-08 00:00:00+00:00,67818.84851145744
2024-04-09 00:00:00+00:00,70023.53797906637
2024-04-10 00:00:00+00:00,67602.94823527336
2024-04-11 00:00:00+00:00,69065.49217939377
2024-04-12 00:00:00+00:00,68465.62977224588
2024-04-13 00:00:00+00:00,65666.38714075089
2024-04-14 00:00:00+00:00,62641.340567588806
2024-04-15 00:00:00+00:00,64298.845056951046
2024-04-16 00:00:00+00:00,62040.38927614689
2024-04-17 00:00:00+00:00,62423.71883273125
2024-04-18 00:00:00+00:00,59925.942096948624
2024-04-19 00:00:00+00:00,62112.9103243351
2024-04-20 00:00:00+00:00,62412.786862015724
2024-04-21 00:00:00+00:00,63555.68680346012
2024-04-22 00:00:00+00:00,63515.24560153484
2024-04-23 00:00:00+00:00,65377.685706317425
2024-04-24 00:00:00+00:00,64952.46037596464
2024-04-25 00:00:00+00:00,62840.70488828421
2024-04-26 00:00:00+00:00,63069.132675111294
2024-04-27 00:00:00+00:00,62338.76016616821
2024-04-28 00:00:00+00:00,62029.96943253279
2024-04-29 00:00:00+00:00,61706.48831427097
2024-04-30 00:00:00+00:00,62423.913200855255
2024-05-01 00:00:00+00:00,59297.05428647995
2024-05-02 00:00:00+00:00,56975.67967891693
2024-05-03 00:00:00+00:00,57798.78590065241
2024-05-04 00:00:00+00:00,61530.10031461716
2024-05-05 00:00:00+00:00,62491.206265211105
2024-05-06 00:00:00+00:00,62609.99563163519
2024-05-07 00:00:00+00:00,61772.47098374367
2024-05-08 00:00:00+00:00,60947.62183666229
2024-05-09 00:00:00+00:00,59835.370822787285
2024-05-10 00:00:00+00:00,61687.47313320637
2024-05-11 00:00:00+00:00,59454.7957804203
2024-05-12 00:00:00+00:00,59477.81873130798
2024-05-13 00:00:00+00:00,60109.47607624531
2024-05-14 00:00:00+00:00,61548.49827539921
2024-05-15 00:00:00+00:00,60189.10444575548
2024-05-16 00:00:00+00:00,64784.757935762405
2024-05-17 00:00:00+00:00,63816.322798490524
2024-05-18 00:00:00+00:00,65577.349411726
2024-05-19 00:00:00+00:00,65456.848855018616
2024-05-20 00:00:00+00:00,64810.61669290066
2024-05-21 00:00:00+00:00,69822.08235353231
2024-05-22 00:00:00+00:00,68584.42871809006
2024-05-23 00:00:00+00:00,67589.98330163956
2024-05-24 00:00:00+00:00,66443.9762955904
2024-05-25 00:00:00+00:00,67033.15650749207
2024-05-26 00:00:00+00:00,67741.85667186975
2024-05-27 00:00:00+00:00,66973.83969134092
2024-05-28 00:00:00+00:00,67856.6643781662
2024-05-29 00:00:00+00:00,66815.81860852242
2024-05-30 00:00:00+00:00,66066.75399923325
2024-05-31 00:00:00+00:00,66823.54888880253
2024-06-01 00:00:00+00:00,65982.24904888868
2024-06-02 00:00:00+00:00,66222.58167856932
2024-06-03 00:00:00+00:00,66251.9406838417
2024-06-04 00:00:00+00:00,67277.5308201313
2024-06-05 00:00:00+00:00,69000.87421631813
2024-06-06 00:00:00+00:00,69544.09284055233
2024-06-07 00:00:00+00:00,69207.5503051281
2024-06-08 00:00:00+00:00,67791.29410147667
2024-06-09 00:00:00+00:00,67771.93513798714
2024-06-10 00:00:00+00:00,68098.525557518
2024-06-11 00:00:00+00:00,67962.51117181778
2024-06-12 00:00:00+00:00,65817.5203154087
2024-06-13 00:00:00+00:00,66733.59914368391
2024-06-14 00:00:00+00:00,65258.214516580105
2024-06-15 00:00:00+00:00,64538.48154735565
2024-06-16 00:00:00+00:00,64720.75638759136
2024-06-17 00:00:00+00:00,65151.83177804947
2024-06-18 00:00:00+00:00,65008.35698992014
2024-06-19 00:00:00+00:00,63708.77257436514
2024-06-20 00:00:00+00:00,63514.91084301472
2024-06-21 00:00:00+00:00,63416.020432412624
2024-06-22 00:00:00+00:00,62690.70051801205
2024-06-23 00:00:00+00:00,62818.82018959522
2024-06-24 00:00:00+00:00,61764.27604627609
2024-06-25 00:00:00+00:00,58928.53447151184
2024-06-26 00:00:00+00:00,60431.41256701946
2024-06-27 00:00:00+00:00,59471.383485138416
2024-06-28 00:00:00+00:00,60268.379291176796
2024-06-29 00:00:00+00:00,58990.71147322655
2024-06-30 00:00:00+00:00,59541.83830279112
2024-07-01 00:00:00+00:00,61298.486897706985
2024-07-02 00:00:00+00:00,61448.386357963085
2024-07-03 00:00:00+00:00,60670.36584252119
2024-07-04 00:00:00+00:00,58823.341700196266
2024-07-05 00:00:00+00:00,55798.08450579643
2024-07-06 00:00:00+00:00,55394.91204786301
2024-07-07 00:00:00+00:00,56977.24407041073
2024-07-08 00:00:00+00:00,54610.631037175655
2024-07-09 00:00:00+00:00,55472.00591266155
2024-07-10 00:00:00+00:00,56766.04146081209
2024-07-11 00:00:00+00:00,56473.51663887501
2024-07-12 00:00:00+00:00,56092.23614144325
2024-07-13 00:00:00+00:00,56621.931446909904
2024-07-14 00:00:00+00:00,57929.48022902012
2024-07-15 00:00:00+00:00,59491.404199540615
2024-07-16 00:00:00+00:00,63349.96449524164
2024-07-17 00:00:00+00:00,63655.190898001194
2024-07-18 00:00:00+00:00,62688.285844027996
2024-07-19 00:00:00+00:00,62563.85189986229
2024-07-20 00:00:00+00:00,65244.39520061016
2024-07-21 00:00:00+00:00,65683.40500295162
2024-07-22 00:00:00+00:00,66662.88209080696
2024-07-23 00:00:00+00:00,66075.18397629261
2024-07-24 00:00:00+00:00,64494.86614179611
2024-07-25 00:00:00+00:00,63939.25454521179
2024-07-26 00:00:00+00:00,64343.80053949356
2024-07-27 00:00:00+00:00,66421.94773042202
2024-07-28 00:00:00+00:00,66391.59680986404
2024-07-29 00:00:00+00:00,66754.08176994324
2024-07-30 00:00:00+00:00,65303.893218040466
2024-07-31 00:00:00+00:00,64709.644289553165
2024-08-01 00:00:00+00:00,63186.90723776817
2024-08-02 00:00:00+00:00,63852.750779390335
2024-08-03 00:00:00+00:00,60070.128816604614
2024-08-04 00:00:00+00:00,59338.30000305176
2024-08-05 00:00:00+00:00,56865.66489481926
2024-08-06 00:00:00+00:00,52832.84489786625
2024-08-07 00:00:00+00:00,54826.966247320175
2024-08-08 00:00:00+00:00,53929.757371902466
2024-08-09 00:00:00+00:00,60344.92720270157
2024-08-10 00:00:00+00:00,59524.85536813736
2024-08-11 00:00:00+00:00,59615.57821178436
2024-08-12 00:00:00+00:00,57438.922606408596
2024-08-13 00:00:00+00:00,58062.07845509052
2024-08-14 00:00:00+00:00,59292.19808936119
2024-08-15 00:00:00+00:00,57413.33409386873
2024-08-16 00:00:00+00:00,56297.318302452564
2024-08-17 00:00:00+00:00,57594.2731474638
2024-08-18 00:00:00+00:00,58184.69929468632
2024-08-19 00:00:00+00:00,57149.331330657005
2024-08-20 00:00:00+00:00,58190.06877863407
2024-08-21 00:00:00+00:00,57716.35206532478
2024-08-22 00:00:00+00:00,59813.74168974161
2024-08-23 00:00:00+00:00,59055.26413601637
2024-08-24 00:00:00+00:00,62672.501055300236
2024-08-25 00:00:00+00:00,62760.273817420006
2024-08-26 00:00:00+00:00,62846.36202669144
2024-08-27 00:00:00+00:00,61468.670652627945
2024-08-28 00:00:00+00:00,58122.46361660957
2024-08-29 00:00:00+00:00,57737.75658196211
2024-08-30 00:00:00+00:00,58062.3058617115
2024-08-31 00:00:00+00:00,57814.39110338688
2024-09-01 00:00:00+00:00,57671.66173195839
2024-09-02 00:00:00+00:00,56051.9119066
2024-09-03 00:00:00+00:00,57834.230181992054
2024-09-04 00:00:00+00:00,56231.30927884579
2024-09-05 00:00:00+00:00,56684.23850440979
2024-09-06 00:00:00+00:00,54924.26375424862
2024-09-07 00:00:00+00:00,52769.66150611639
2024-09-08 00:00:00+00:00,52957.64678120613
2024-09-09 00:00:00+00:00,53661.563403725624
2024-09-10 00:00:00+00:00,55805.95260626078
2024-09-11 00:00:00+00:00,56392.65254956484
2024-09-12 00:00:00+00:00,56082.313955426216
2024-09-13 00:00:00+00:00,56861.19559890032
2024-09-14 00:00:00+00:00,59212.86836326122
2024-09-15 00:00:00+00:00,58692.39327979088
2024-09-16 00:00:00+00:00,57828.46596121788
2024-09-17 00:00:00+00:00,56931.189411878586
2024-09-18 00:00:00+00:00,58988.34246611595
2024-09-19 00:00:00+00:00,60397.627291321754
2024-09-20 00:00:00+00:00,61553.3307659626
2024-09-21 00:00:00+00:00,61819.343562603
2024-09-22 00:00:00+00:00,61968.442579984665
2024-09-23 00:00:00+00:00,62163.521929204464
2024-09-24 00:00:00+00:00,61930.803537368774
2024-09-25 00:00:00+00:00,62844.655047655106
2024-09-26 00:00:00+00:00,61757.80646896362
2024-09-27 00:00:00+00:00,63739.87095952034
2024-09-28 00:00:00+00:00,64331.899730443954
2024-09-29 00:00:00+00:00,64424.14337897301
2024-09-30 00:00:00+00:00,64155.40358483791
2024-10-01 00:00:00+00:00,61909.064536094666
2024-10-02 00:00:00+00:00,59470.7057261467
2024-10-03 00:00:00+00:00,59301.778628230095
2024-10-04 00:00:00+00:00,59409.82565194368
2024-10-05 00:00:00+00:00,60715.70552402735
2024-10-06 00:00:00+00:00,60698.304841041565
2024-10-07 00:00:00+00:00,61432.16969561577
2024-10-08 00:00:00+00:00,60843.713309049606
2024-10-09 00:00:00+00:00,60766.47675383091
2024-10-10 00:00:00+00:00,59250.917536497116
2024-10-11 00:00:00+00:00,58954.13223230839
2024-10-12 00:00:00+00:00,61079.73017001152
2024-10-13 00:00:00+00:00,61805.15486180782
2024-10-14 00:00:00+00:00,61467.047812879086
2024-10-15 00:00:00+00:00,64616.175481677055
2024-10-16 00:00:00+00:00,65585.13338243961
2024-10-17 00:00:00+00:00,66133.6378620863
2024-10-18 00:00:00+00:00,65907.09743499756
2024-10-19 00:00:00+00:00,66912.41405248642
2024-10-20 00:00:00+00:00,66851.76396262646
2024-10-21 00:00:00+00:00,67488.86983942986
2024-10-22 00:00:00+00:00,65855.88596701622
2024-10-23 00:00:00+00:00,65897.024584651
2024-10-24 00:00:00+00:00,65133.58572512865
2024-10-25 00:00:00+00:00,66652.02630758286
2024-10-26 00:00:00+00:00,65110.802792072296
2024-10-27 00:00:00+00:00,65526.35707950592
2024-10-28 00:00:00+00:00,66440.09916293621
2024-10-29 00:00:00+00:00,68375.90641236305
2024-10-30 00:00:00+00:00,71123.29943293333
2024-10-31 00:00:00+00:00,70731.07284736633
2024-11-01 00:00:00+00:00,68679.58758801222
2024-11-02 00:00:00+00:00,67954.69543814659
2024-11-03 00:00:00+00:00,67798.49080145359
2024-11-04 00:00:00+00:00,67218.89623749256
2024-11-05 00:00:00+00:00,66319.83449685574
2024-11-06 00:00:00+00:00,67853.31578969955
2024-11-07 00:00:00+00:00,73965.29820227623
2024-11-08 00:00:00+00:00,74242.41947883368
2024-11-09 00:00:00+00:00,74866.31166040897
2024-11-10 00:00:00+00:00,75019.62306833267
2024-11-11 00:00:00+00:00,78638.96192908287
2024-11-12 00:00:00+00:00,86798.529240489
2024-11-13 00:00:00+00:00,86072.89296710491
2024-11-14 00:00:00+00:00,88507.18322122097
2024-11-15 00:00:00+00:00,85393.39636552334
2024-11-16 00:00:00+00:00,89045.9455049038
2024-11-17 00:00:00+00:00,88594.13256549835
2024-11-18 00:00:00+00:00,87864.30325323343
2024-11-19 00:00:00+00:00,88501.31289386749
2024-11-20 00:00:00+00:00,90370.95979070663
2024-11-21 00:00:00+00:00,92277.76862114668
2024-11-22 00:00:00+00:00,96264.02166956663
2024-11-23 00:00:00+00:00,96812.46337360144
2024-11-24 00:00:00+00:00,95602.63030081987
2024-11-25 00:00:00+00:00,95830.72583144903
2024-11-26 00:00:00+00:00,90974.10469949245
2024-11-27 00:00:00+00:00,89892.63497066498
2024-11-28 00:00:00+00:00,93851.20821988583
2024-11-29 00:00:00+00:00,93539.64756184816
2024-11-30 00:00:00+00:00,95348.60640621185
2024-12-01 00:00:00+00:00,94302.1090630889
2024-12-02 00:00:00+00:00,95134.01143473387
2024-12-03 00:00:00+00:00,93734.61661416292
2024-12-04 00:00:00+00:00,93800.20040237904
2024-12-05 00:00:00+00:00,96581.75948023796
2024-12-06 00:00:00+00:00,94904.44148671627
2024-12-07 00:00:00+00:00,97679.84875535965
2024-12-08 00:00:00+00:00,97710.35102581978
2024-12-09 00:00:00+00:00,98949.4304804802
2024-12-10 00:00:00+00:00,95299.18046760559
2024-12-11 00:00:00+00:00,94494.05103206635
2024-12-12 00:00:00+00:00,98935.40437358618
2024-12-13 00:00:00+00:00,97829.58812141418
2024-12-14 00:00:00+00:00,99164.55273896456
2024-12-15 00:00:00+00:00,99113.04723715782
2024-12-16 00:00:00+00:00,102088.14416599274
2024-12-17 00:00:00+00:00,103696.91193425655
2024-12-18 00:00:00+00:00,103804.80757468939
2024-12-19 00:00:00+00:00,97913.0747871995
2024-12-20 00:00:00+00:00,95199.94433969259
2024-12-21 00:00:00+00:00,95573.63510131836
2024-12-22 00:00:00+00:00,95035.88769751787
2024-12-23 00:00:00+00:00,92972.30336666107
2024-12-24 00:00:00+00:00,92632.44354724884
2024-12-25 00:00:00+00:00,96390.07439541817
2024-12-26 00:00:00+00:00,97151.0410656929
2024-12-27 00:00:00+00:00,93549.26119679213
2024-12-28 00:00:00+00:00,92066.1616024971
2024-12-29 00:00:00+00:00,93014.59281867743
2024-12-30 00:00:00+00:00,91470.47210806608
2024-12-31 00:00:00+00:00,90562.77057266235
2025-01-01 00:00:00+00:00,91298.89266586304
2025-01-02 00:00:00+00:00,92281.7406411171
2025-01-03 00:00:00+00:00,94737.8753169775
2025-01-04 00:00:00+00:00,95935.79549843073
2025-01-05 00:00:00+00:00,96010.18751269579
2025-01-06 00:00:00+00:00,96125.2584207058
2025-01-07 00:00:00+00:00,99988.34664106369
2025-01-08 00:00:00+00:00,94777.0887029171
2025-01-09 00:00:00+00:00,92940.3243213892
2025-01-10 00:00:00+00:00,90473.59130239487
2025-01-11 00:00:00+00:00,92584.82199800014
2025-01-12 00:00:00+00:00,92451.42213630676
2025-01-13 00:00:00+00:00,92378.62048494816
2025-01-14 00:00:00+00:00,92386.53690546751
2025-01-15 00:00:00+00:00,94359.02442985773
2025-01-16 00:00:00+00:00,98258.5280456543
2025-01-17 00:00:00+00:00,97734.07406061888
2025-01-18 00:00:00+00:00,101783.59193205833
2025-01-19 00:00:00+00:00,102093.71188473701
2025-01-20 00:00:00+00:00,98970.31483125687
2025-01-21 00:00:00+00:00,99853.3742428422
2025-01-22 00:00:00+00:00,103769.36834710836
2025-01-23 00:00:00+00:00,101309.61559295654
2025-01-24 00:00:00+00:00,101604.8799752593
2025-01-25 00:00:00+00:00,102506.77072703838
2025-01-26 00:00:00+00:00,102393.0089880228
2025-01-27 00:00:00+00:00,100278.14438062906
2025-01-28 00:00:00+00:00,99806.27908408642
2025-01-29 00:00:00+00:00,99026.65535116196
2025-01-30 00:00:00+00:00,101425.85385912657
2025-01-31 00:00:00+00:00,102394.900578022
2025-02-01 00:00:00+00:00,100121.41788315773
2025-02-02 00:00:00+00:00,98389.15926039219
2025-02-03 00:00:00+00:00,95494.85010951757
2025-02-04 00:00:00+00:00,99191.31541800499
2025-02-05 00:00:00+00:00,95605.21434557438
2025-02-06 00:00:00+00:00,94457.0829321146
2025-02-07 00:00:00+00:00,94413.52151674032
2025-02-08 00:00:00+00:00,94376.25040590763
2025-02-09 00:00:00+00:00,94314.73398637772
2025-02-10 00:00:00+00:00,94320.20297670364
2025-02-11 00:00:00+00:00,95289.84616690874
2025-02-12 00:00:00+00:00,93614.56459450722
2025-02-13 00:00:00+00:00,95693.86343050003
2025-02-14 00:00:00+00:00,94467.61564582586
2025-02-15 00:00:00+00:00,95338.6422252655
2025-02-16 00:00:00+00:00,95407.76323127747
2025-02-17 00:00:00+00:00,93983.32246756554
2025-02-18 00:00:00+00:00,93631.81420397758
2025-02-19 00:00:00+00:00,93475.17881202698
